city,state,shape,duration,date_time,lon,lat
El Paso,TX,other,maybe 20sec.,1997-06-01T21:30:00,-106.3748488764045,31.7923281835206
Oroville,WA,triangle,90 seconds,1997-11-14T19:30:00,-119.2245,48.8791
Dallas,TX,flash,2 seconds,1999-11-16T05:00:00,-96.80811785917632,32.83516807743405
Normal,IL,fireball,30 seconds,1999-11-16T18:00:00,-88.98023259259259,40.528067407407406
Chicago,IL,circle,7 sec,1999-11-16T18:00:00,-87.66801795521089,41.8799124159215
North Royalton,OH,fireball,15-20 seconds,1999-11-16T19:00:00,-81.74490000000002,41.31459999999999
Fort Wayne,IN,fireball,01:15,1999-11-16T19:05:00,-85.1455725,41.09336991071429
Saint Johns,MI,other,2:00 min,1999-11-16T19:09:00,-84.5722,43.0125
Mechanicsburg,PA,formation,20 sec,1999-11-16T19:10:00,-77.01150735294118,40.2176919117647
Escondido,CA,light,5 min,2000-03-12T20:37:00,-117.02199071618035,33.13055039787798
Blue Springs,MO,changing,45 seconds,2000-03-15T14:46:00,-94.28685825688072,39.01482293577982
Tomah,WI,chevron,2-min,1999-12-07T20:00:00,-90.4849,43.9753
Columbia,MO,triangle,5 min.,1999-12-08T21:30:00,-92.30242962406015,38.91147669172933
Seattle,WA,light,5sec,1999-12-08T17:40:00,-122.3260283459596,47.60904638888889
Columbus,OH,light,an hour,1999-12-07T21:00:00,-82.99822087165134,40.0034168732507
Reno,NV,disk,5 seconds,1999-12-09T11:00:00,-119.8174511061947,39.50650741150443
Scottsdale,AZ,changing,2 minutes,1999-12-09T21:50:00,-111.9050830357143,33.56413757440476
Sherman Oaks,CA,other,5 min?,1999-12-10T16:45:00,-118.4467076555024,34.14653157894737
Woodinville,WA,light,5-10 sec,1999-12-10T22:00:00,-122.1635,47.7543
Prescott Valley,AZ,cylinder,10 minutes,2000-02-22T06:00:00,-112.29900769230768,34.65223076923077
Kenai,AK,cone,30-40 sec,2000-02-23T08:18:00,-150.906,60.66060000000001
Rockford,IL,other,2min,2000-03-05T20:27:00,-89.04477790507364,42.27738134206219
Kenosha,WI,changing,22 seconds,2000-03-05T23:33:00,-87.85322791666667,42.58091583333333
Irvine,CA,sphere,1 minute,2000-03-06T16:30:00,-117.79240477386936,33.68653500837521
Silver Spring,MD,other,10min,2000-03-06T19:55:00,-77.02814088431253,39.03697964869776
Hugo,MN,light,30 seconds,2000-03-06T22:20:00,-92.9861,45.1834
Kansas City,MO,circle,2 min.,2000-03-07T19:45:00,-94.56447929264118,39.100835139760406
Jacksonville,FL,triangle,5 min total,2000-02-18T22:00:00,-81.6163728336584,30.266904680969628
Athens,OH,cylinder,30secs/1min+,2000-02-20T13:04:00,-82.0828,39.3031
Ogden,UT,light,40 seconds,2000-02-22T19:00:00,-112.00587333333334,41.22037658119658
Huntsville,AL,disk,one second,2000-02-24T01:15:00,-86.62783879680786,34.727967771639044
Tallahassee,FL,triangle,five mins,2000-02-24T20:30:00,-84.25529034572733,30.47439334637965
Tonawanda,NY,egg,1 minute,2000-02-26T06:29:00,-78.8435848275862,42.99173310344827
Durham,NC,circle,5 sec,2000-02-26T17:18:00,-78.8981362628662,35.98046262866192
Goshen,IN,light,~10 Min,2000-02-26T23:30:00,-85.82642512562815,41.5745271356784
Pleasanton,CA,light,30sec & 5min,2000-01-18T18:30:00,-121.89576392156862,37.66508758169935
Ely,NV,sphere,2 minutes,2000-01-18T18:30:00,-114.97218,39.36857
Wilsonville,OR,unknown,1 minute,2000-01-18T19:45:00,-122.7799,45.3084
Lake Worth,FL,egg,about a minute,2000-01-19T03:19:00,-80.12513920634922,26.600205714285718
Alvin,TX,unknown,2 SEC,2000-01-19T18:10:00,-95.25222903225809,29.367480645161294
Cairo,WV,circle,15 to 20 seconds,2000-01-20T10:39:00,-81.1573,39.2087
Salt Lake City,UT,disk,10 minutes,2000-01-20T13:30:00,-111.88213884685624,40.704464857813726
Columbus,OH,fireball,5 sec.,2000-01-20T18:00:00,-82.99822087165134,40.0034168732507
Houston,TX,diamond,45 seconds,2000-01-20T22:14:00,-95.4512204483632,29.777493696651344
Hudson,OH,other,18-20 seconds,1999-11-16T19:05:00,-81.4577,41.2501
Bryant,WI,circle,4 seconds,2000-01-20T17:07:00,-88.9674,45.2331
Memphis,TN,other,approx 6 seconds,2000-01-20T22:22:00,-89.92692482230727,35.12547266265719
Fairborn,OH,other,45-60 seconds,1999-11-16T19:05:00,-84.0187,39.827
Whitmore Lake,MI,teardrop,2 min.,1999-11-16T19:05:00,-83.7943,42.4054
Howell,MI,formation,20-30 seconds,1999-11-16T19:05:00,-83.90061092436974,42.60518613445378
Wilmington,CA,light,1/2 hour,2000-01-20T18:00:00,-118.26377866666668,33.77891199999999
Baldwin,MI,fireball,2 minutes,1999-11-16T19:05:00,-85.8679,43.9234
Sterling Heights,MI,fireball,1.5 min,1999-11-16T19:06:00,-83.03164308390024,42.58055260770976
Shrewsbury,PA,circle,60 seconds,1999-11-16T19:07:00,-76.6789,39.7669
South Point,OH,fireball,20 sec,1999-11-16T19:08:00,-82.5407,38.4558
Detroit,MI,formation,35to 45 sec,1999-11-16T19:10:00,-83.11026847195357,42.368854674403615
La Quinta,CA,formation,5-10 sec,2000-01-02T21:35:00,-116.27032786885246,33.65794508196721
Vista,CA,disk,3 seconds,2000-01-02T21:37:00,-117.2317373015873,33.201433333333334
Sierra Madre,CA,fireball,1 minute,2000-01-02T21:50:00,-118.05185789473684,34.19959473684211
Tustin,CA,light,15 seconds,2000-01-02T22:00:00,-117.81255,33.74725
South Pasadena,CA,chevron,10 seconds,2000-01-02T22:40:00,-118.15585454545456,34.11246363636364
West Manchester,OH,light,30 seconds to 1 minute,2000-01-03T21:30:00,-84.6103,39.8946
Reno,NV,light,3 seconds,2000-01-03T22:43:00,-119.8174511061947,39.50650741150443
Exton,PA,cylinder,6 second,2000-01-05T09:50:00,-75.6374,40.0409
Raymond,ME,triangle,2 min.,1999-11-17T14:30:00,-70.4521,43.9276
Franklin,TN,unknown,3-5min,1999-11-17T16:30:00,-86.88540525059665,35.91850835322196
Conway,SC,teardrop,4-5 minutes,1999-11-17T17:20:00,-78.96144391891892,33.89340405405405
Sumrall,MS,unknown,2 min,1999-11-17T21:23:00,-89.5862,31.379800000000003
Denver,CO,other,30-45 seconds,1999-11-17T18:15:00,-104.95934593826682,39.74512637220715
Cliffside Park,NJ,unknown,1 hour,1999-11-17T22:00:00,-73.9871,40.8203
Sumrall,MS,unknown,1 minute,1999-11-18T00:18:00,-89.5862,31.379800000000003
Columbus,OH,triangle,15 seconds,1999-11-18T01:00:00,-82.99822087165134,40.0034168732507
Houston,TX,triangle,15 seconds,1999-11-18T01:20:00,-95.4512204483632,29.777493696651344
Columbus,OH,triangle,20 seconds,1999-11-18T01:50:00,-82.99822087165134,40.0034168732507
Houston,TX,circle,20 seconds,1999-11-18T05:00:00,-95.4512204483632,29.777493696651344
Kalispell,MT,circle,1 hour,1999-11-22T23:00:00,-114.38388,48.1986275
Barbourville,KY,changing,15 -18 seconds,1999-11-23T16:45:00,-83.9049,36.9184
Bullhead City,AZ,sphere,15 minutes,1999-11-23T23:55:00,-114.56282311827955,35.084078494623654
Sacramento,CA,chevron,45 seconds,1999-11-24T20:35:00,-121.4500995655322,38.57580181028241
Atlanta,GA,circle,3 min,1999-11-24T21:00:00,-84.38988231962239,33.808705515846256
Angleton,TX,light,a few seconds,1999-11-25T18:00:00,-95.45305,29.18353
Monrovia,CA,other,five mint.,1999-11-26T02:00:00,-117.99215,34.15369285714286
Woodbridge,NJ,teardrop,3 minutes,1999-12-10T22:29:00,-74.2915,40.5525
Smithton,IL,fireball,2 seconds,1999-12-11T03:00:00,-90.01040000000002,38.3859
Longmont,CO,triangle,1 minute,1999-12-12T21:30:00,-105.085449694501,40.1703733197556
Savannah,GA,unknown,seconds,1999-12-13T05:30:00,-81.13525336021505,32.02970094086022
Roanoke,VA,teardrop,2 seconds,1999-12-14T16:52:00,-79.97072547169812,37.2750041509434
Atlanta,GA,fireball,5 seconds each,1999-12-14T21:30:00,-84.38988231962239,33.808705515846256
Santa Cruz,CA,light,30 seconds,1999-12-14T07:45:00,-122.04450858895706,37.011256646216765
Mountain Grove,MO,light,8 minutes,1999-12-15T19:30:00,-92.2704,37.2186
Pembroke Pines,FL,light,45 sec.,2000-01-20T23:15:00,-80.2239,26.0032
Strongsville,OH,fireball,1-2 minutes,1999-11-16T19:10:00,-81.82501224489796,41.313130612244905
Holland,OH,formation,40.seconds,1999-11-16T19:10:00,-83.751,41.6325
Indianapolis,IN,fireball,10 seconds,1999-11-16T19:10:00,-86.14221402931499,39.80764884833982
Columbus,OH,light,2 Minutes,1999-11-16T19:10:00,-82.99822087165134,40.0034168732507
Saint Clair Shores,MI,formation,15 seconds,1999-11-16T19:10:00,-82.89567558139535,42.49333837209302
Hamilton,OH,fireball,1 min appx,1999-11-16T19:12:00,-84.5528097323601,39.42305109489051
Crestwood,KY,cigar,30 seconds to 1 minute,1999-11-16T19:10:00,-85.4299,38.3439
South Lyon,MI,fireball,90 to 120 seconds,1999-11-16T19:12:00,-83.6542,42.4414
Urbana,OH,formation,20-30 sec,1999-11-16T19:15:00,-83.7834,40.1183
Cincinnati,OH,fireball,25seconds,1999-11-16T19:15:00,-84.48136299381886,39.17450311744155
Swartz Creek,MI,formation,20 sec,1999-11-16T19:15:00,-83.8271,42.9425
Hawkinsville,GA,triangle,5 minutes,2000-01-05T19:55:00,-83.5266,32.268
Carlsbad,CA,triangle,2 seconds,1999-11-18T02:18:00,-117.30352710997444,33.12780664961637
Redding,CA,other,15-30 seconds,1999-11-18T03:20:00,-122.35183557692308,40.61143942307693
Cleveland,GA,disk,10 sec,1999-11-18T18:00:00,-83.7901,34.6222
St. Petersburg,FL,light,3 seconds,1999-11-18T20:00:00,-82.67515963391138,27.79451493256262
Edison,NJ,light,approx. 15 minutes,1999-11-18T19:15:00,-74.3571116575592,40.52146102003643
San Diego,CA,light,25-30 secs,1999-11-18T20:30:00,-117.14026773074254,32.78722907702984
Denver,CO,other,2 mins,1999-11-18T21:10:00,-104.95934593826682,39.74512637220715
Indio,CA,triangle,1 min.,1999-11-19T03:00:00,-116.22243788546255,33.73288061674009
Sherman Oaks,CA,other,3 to 4 seconds,1999-11-19T21:07:00,-118.4467076555024,34.14653157894737
Urbana,IL,changing,1 1/2 HRS,1999-11-27T16:00:00,-88.19037643312102,40.11360318471338
Colleyville,TX,light,1 hour 20 min,1999-11-27T19:15:00,-97.1467,32.8918
Dover,AR,disk,30 mins,1999-11-27T19:30:00,-93.1093,35.5325
San Diego,CA,light,5 seconds,1999-11-27T20:00:00,-117.14026773074254,32.78722907702984
Bardstown,KY,fireball,3 seconds,1999-11-27T20:15:00,-85.4848,37.7905
Pico Rivera,CA,cylinder,5 minutes,1999-12-16T09:50:00,-118.0884,33.9864
Lafayette,CO,other,5 seconds,1999-11-16T23:03:00,-105.1076,40.0153
Oklahoma City,OK,egg,5 seconds,1999-11-16T23:30:00,-97.52630349693251,35.47186177914111
Ringgold,GA,circle,15 MINS,1999-11-17T00:30:00,-85.1207,34.8914
Sandusky,OH,sphere,15 min.,1999-11-17T03:00:00,-82.731,41.4016
Austin,TX,formation,<10 sec,1999-11-20T21:50:00,-97.76011171494488,30.30846944373237
Naples,FL,changing,Walking our dog,1999-11-20T22:22:00,-81.73703021702838,26.19318196994992
Bellflower,CA,fireball,2 minutes,1999-11-20T23:45:00,-118.13012791878172,33.88787208121827
Lima,OH,sphere,3 minutes,1999-11-21T01:30:00,-84.10107591623037,40.75656806282723
Rickman,TN,other,4 minutes,1999-11-21T02:10:00,-85.239,36.2852
Norcross,GA,unknown,30 Sec,1999-11-21T17:03:00,-84.20881809145129,33.9407777335984
Watkinsville,GA,changing,3 hrs 45 mins,1999-11-27T21:00:00,-83.3897,33.7694
Purchase,NY,circle,10 seconds,1999-11-27T21:30:00,-73.7173,41.0387
Dallas,PA,triangle,25 secs.,1999-11-27T23:30:00,-75.9904,41.3424
Half Moon Bay,CA,chevron,5min.-+,1999-11-23T11:15:00,-122.4124,37.4436
San Francisco,CA,disk,5min,1999-11-23T17:20:00,-122.42539404565002,37.76999211048627
Belton,MO,oval,5-6 minutes,1999-11-23T18:10:00,-94.5457,38.7843
Pittsburgh,PA,fireball,1 sec,1999-11-28T20:45:00,-79.97424169381107,40.44309194551376
Birch Run,MI,sphere,1-2 Secs,1999-11-28T20:53:00,-83.8079,43.2712
San Diego,CA,sphere,4 seconds,1999-11-29T20:30:00,-117.14026773074254,32.78722907702984
Cerritos,CA,disk,3.50 seconds,1999-11-29T22:15:00,-118.0528,33.8661
Fulton,MO,circle,2 hours,1999-11-29T22:40:00,-91.9744,38.8289
Iowa City,IA,sphere,30 seconds,1999-11-30T05:40:00,-91.5039944117647,41.650030882352944
Gilbert,AZ,oval,app. 18 min,2000-12-08T19:09:00,-111.78126499102332,33.33960089766607
Mesa,AZ,light,10,2000-12-08T19:15:00,-111.772797322253,33.42126454293629
Mesa,AZ,light,15 minutes,2000-12-09T19:30:00,-111.772797322253,33.42126454293629
Pittsburg,KS,triangle,15 sec.,2000-12-18T21:00:00,-94.6819,37.3506
Beaver,PA,disk,10.00,2000-12-15T18:25:00,-80.3735,40.6974
Graham,WA,light,4 to 5 seconds,2000-12-16T00:20:00,-122.2968,47.0173
Athens,TX,light,1 minute,2000-12-16T19:00:00,-95.88033809523807,32.14889047619048
Ketchum,ID,unknown,1 minute,2001-03-13T22:00:00,-114.6251,43.777
Woodinville,WA,sphere,1-2 minutes,2001-03-13T22:50:00,-122.1635,47.7543
Friendswood,TX,unknown,5 MINUTES,2001-03-12T20:00:00,-95.19053777777778,29.51453777777777
Huntington,WV,circle,1+ mins.,2001-03-08T23:30:00,-82.41140524344569,38.38493857677903
Las Vegas,NV,light,20+min,2001-03-12T20:22:00,-115.18659190010855,36.14124586319218
Belleville,WI,other,unknown,2001-03-06T18:50:00,-89.5869,42.8626
San Dimas,CA,oval,30 minutes,2001-01-31T08:00:00,-117.815,34.1066
Baltimore,MD,formation,20 mins,2001-02-24T23:00:00,-76.61182201968647,39.31307269413052
Buffalo,WY,cylinder,3 minutes,1999-07-01T22:30:00,-106.6002,44.2195
Alpharetta,GA,triangle,hour,1997-03-10T10:30:00,-84.26424661190966,34.082184599589326
Grant,MI,circle,3 Minutes,1991-12-24T23:59:00,-85.8504,43.3445
San Francisco,CA,disk,6 mins,1978-07-15T20:45:00,-122.42539404565002,37.76999211048627
Garner,NC,triangle,15 minutes,1983-12-15T01:15:00,-78.5791,35.6461
Holyoke,MA,diamond,45 sec,2000-12-28T18:00:00,-72.6409,42.2238
Pine Mountain,GA,fireball,15 minutes,2000-12-20T21:00:00,-84.9051,32.8607
Palm Desert,CA,light,5 sec.,2000-11-23T21:00:00,-116.3779536231884,33.73731449275362
Surprise,AZ,light,10 minutes,2000-08-03T21:00:00,-112.37252283105023,33.63271552511416
Darwin,NT,other,5 mins,2000-06-15T21:30:00,130.85058021978023,-12.437061538461538
Chandler,AZ,light,24 minutes,1998-07-18T02:15:00,-111.8650639275766,33.29885793871866
Wilkesboro,NC,fireball,1 minute,1985-06-01T22:00:00,-81.1635,36.1425
Fort Leonard Wood,MO,formation,30seconds,1986-02-12T16:00:00,-92.0991,37.7672
Palm Springs,CA,disk,fifteen minutes,1986-04-10T12:00:00,-116.53537286821704,33.80016511627907
Glendora,CA,unknown,1 minute,1981-01-10T20:30:00,-117.85110759493668,34.134330379746835
Jacksonville,AR,triangle,5 minutes,1977-05-01T00:00:00,-92.1362,34.9184
Aurora,OR,disk,2 minutes,1974-05-15T21:00:00,-122.8085,45.2391
Brainerd,MN,triangle,20 seconds,1969-07-07T23:00:00,-94.1008,46.3067
Englewood,CO,triangle,<1 minute,2001-05-13T22:30:00,-104.88518732470337,39.61587982740021
Susanville,CA,sphere,00.0015,2001-05-12T20:48:00,-120.61862962962964,40.57106543209876
Seattle,WA,other,10 minutes,2001-05-06T20:30:00,-122.3260283459596,47.60904638888889
Antioch,TN,circle,Not that Long,2001-04-28T20:12:00,-86.66000000000001,36.03468731707317
Capitola,CA,triangle,5 minutes,2001-04-13T13:00:00,-121.9533,36.9752
Emporia,KS,circle,1 minute,2001-02-25T04:00:00,-96.1817,38.4039
Hood River,OR,diamond,45 seconds,1999-07-22T02:15:00,-121.58660000000002,45.6119
Alamosa,CO,disk,~1 hour,1999-07-24T19:50:00,-105.783,37.46284615384615
Colville,WA,circle,2 seconds,1999-05-24T22:15:00,-117.7527,48.6791
Maricopa,CA,disk,20 to 30 minutes,1999-01-29T07:20:00,-119.2722,34.8423
Bonner Springs,KS,fireball,4 seconds,1999-02-02T04:20:00,-94.9179,39.0499
Ashland,KY,oval,2 min.,1998-09-18T19:00:00,-82.6811854368932,38.45819417475728
Manito,IL,triangle,1:30,1998-05-06T23:30:00,-89.8183,40.4365
Malta,MT,rectangle,2 seconds,1997-11-18T19:30:00,-107.8707,48.1647
Phoenix,AZ,formation,5 min +,1997-03-13T20:30:00,-112.04946,33.535380550607286
New Egypt,NJ,circle,45 sec. - 1 min.,1993-07-10T02:15:00,-74.4581,40.0804
Portland,OR,light,15 mins,1985-02-01T22:30:00,-122.66520380380382,45.51052971304638
Moose Lake,MN,disk,5 minutes?,1976-09-02T03:00:00,-92.7619,46.4541
Landis,NC,light,1/2 HOUR,1973-06-01T19:30:00,-80.615,35.5449
Reading,PA,triangle,10 minutes,1970-05-20T23:30:00,-75.94901358344114,40.33998809831824
Boulder,CO,other,5mins,1969-06-01T01:00:00,-105.26873952606635,40.024403601895735
Falls Church,VA,other,30 minutes,1969-06-01T18:45:00,-77.18092101167315,38.87033365758755
Portland,OR,disk,3 MIN,1969-06-10T01:00:00,-122.66520380380382,45.51052971304638
Fort Lauderdale,FL,other,2-3 minutes,1969-06-29T21:30:00,-80.21914075569657,26.136914681280647
Dayton,OH,disk,1 minute,1969-08-01T17:30:00,-84.16762780898877,39.73540852059925
Los Angeles,CA,disk,app. 10 min,1970-02-10T20:30:00,-118.27993506711412,34.05070709047974
Kindred,ND,oval,10-15 min.,1970-07-20T19:00:00,-97.0429,46.6377
Cherokee,AL,light,20 mins,1971-05-01T19:00:00,-87.993,34.7393
Corning,NY,disk,approx. 5 min.,1971-08-10T22:00:00,-77.03342089552238,42.0965447761194
Livingston,MT,fireball,3-4 seconds,1972-05-08T16:00:00,-110.5392,45.7068
Oregon City,OR,triangle,06-10 sec,1972-06-22T03:15:00,-122.6068,45.3573
Pickens,SC,chevron,30+ minutes,1972-10-01T23:00:00,-82.7074,34.8835
Los Alamos,NM,cigar,30 sec.,1973-06-15T08:00:00,-106.3089422222222,35.84461111111111
Piedmont,MO,oval,45 minutes,1973-08-01T22:00:00,-90.6722,37.1467
El Centro,CA,light,about 1/2 hour,1973-10-06T09:00:00,-115.60140204081632,32.77397551020408
Peebles,OH,circle,5 min.,1974-06-01T00:00:00,-83.346,38.9713
Howard Beach,NY,disk,About 15 to 30 seconds,1974-05-15T15:15:00,-73.8448,40.6593
Commerce,TX,light,2 min,1974-06-07T21:00:00,-95.9156275862069,33.275396551724135
Janesville,WI,other,1/2hour+,1974-06-15T12:20:00,-89.04936428571429,42.68318214285715
Spokane,WA,disk,10 Min.,1975-06-20T11:30:00,-117.38633105431308,47.68357629392971
Nashville,TN,triangle,5min,1975-06-01T12:00:00,-86.7768134860051,36.13170004240882
Daleville,IN,disk,00:20,1975-06-01T12:00:00,-85.5155,40.1093
Beloit,WI,disk,30 seconds,1975-11-09T21:15:00,-89.1599,42.5584
Columbus,OH,light,2 minutes,1976-06-01T20:00:00,-82.99822087165134,40.0034168732507
Wyandotte,MI,triangle,approx. 10 minutes,1976-06-15T21:30:00,-83.165,42.19499999999999
Bellevue,WA,disk,15 - 30 min,1978-03-10T21:00:00,-122.16441774358974,47.60455630769231
Big Bear Lake,CA,disk,5 minutes,1978-05-01T18:00:00,-116.8685,34.2395
San Diego,CA,changing,25 minutes,1978-05-10T20:30:00,-117.14026773074254,32.78722907702984
Oreland,PA,other,5 minutes,1978-07-01T00:00:00,-75.1861,40.1134
Dundee,FL,sphere,20-30 seconds,1978-08-01T20:30:00,-81.6198,28.0186
Culloden,WV,unknown,5 Minutes,1978-11-01T03:00:00,-82.063,38.4061
Berkeley,CA,rectangle,30 minutes,1979-04-01T21:00:00,-122.2679213570634,37.87717107897664
Watson,LA,disk,5 min.- ?,1979-05-06T01:00:00,-90.9532,30.5757
Cleveland,OH,cross,20MINUTES+,1979-06-01T16:00:00,-81.65460330426801,41.47117691601652
Yakima,WA,other,5 minutes,1979-07-15T22:30:00,-120.56871761517615,46.632617886178856
San Diego,CA,oval,3 minutes,1979-10-10T22:00:00,-117.14026773074254,32.78722907702984
Buffalo,NY,oval,10minutes,1980-07-15T08:30:00,-78.85083919084595,42.90222609317532
Bandon,OR,disk,4-8 seconds,1980-08-12T22:00:00,-124.368,43.0596
Savannah,GA,triangle,5 min.,1980-09-24T23:59:00,-81.13525336021505,32.02970094086022
Fremont,CA,other,30 seconds,1980-10-01T01:30:00,-121.976828371768,37.54118127183787
Franklin,TN,rectangle,3 minutes,1980-12-01T21:00:00,-86.88540525059665,35.91850835322196
Longmont,CO,disk,1-3 min,1982-05-09T20:00:00,-105.085449694501,40.1703733197556
Seattle,WA,triangle,10 minutes,1982-06-15T02:30:00,-122.3260283459596,47.60904638888889
Lincoln,CA,other,2 seconds,1982-06-15T14:00:00,-121.2519,38.937
Fontana,CA,disk,riding bike,1982-06-16T14:30:00,-117.45998511904762,34.121670833333326
Hermosa Beach,CA,disk,5 minutes,1982-07-04T21:00:00,-118.3995,33.8622
Littleton,MA,rectangle,6-7 minutes,1982-08-13T00:30:00,-71.4853,42.5384
Janesville,WI,rectangle,20minutes+,1982-09-15T22:00:00,-89.04936428571429,42.68318214285715
Columbia,SC,oval,10-15 min.,1984-06-24T19:00:00,-80.99284038817005,34.02910563770795
Carrollton,GA,other,10-12 minutes,1984-11-07T02:30:00,-85.09630359712231,33.57161942446043
Alvarado,TX,fireball,2 seconds,1984-11-14T20:00:00,-97.1929,32.43
North Hollywood,CA,sphere,5 hours apprx.,1985-10-25T22:00:00,-118.3810286624204,34.17664012738854
Las Vegas,NV,unknown,00:15,1987-06-01T06:45:00,-115.18659190010855,36.14124586319218
South Windsor,CT,circle,25 seconds,1986-06-01T00:00:00,-72.5706,41.8338
Las Vegas,NV,oval,2 mins,1987-05-15T00:30:00,-115.18659190010855,36.14124586319218
Longueuil,QC,flash,5 sec,1987-07-15T15:00:00,-73.48336243902439,45.53273
Louisburg,NC,triangle,3 Minutes,1987-10-01T23:00:00,-78.2154,36.0902
Macon,GA,circle,a few minutes,1989-06-02T21:00:00,-83.67467029520296,32.849716789667895
Barneveld,NY,triangle,4hrs.,1989-05-15T21:30:00,-75.1585,43.24269999999999
Denver,CO,other,10 mins or so,1988-08-10T00:05:00,-104.95934593826682,39.74512637220715
Santa Rosa,CA,changing,2 hours,1988-12-22T03:55:00,-122.71790012406947,38.45256501240695
Bloomingdale,NJ,sphere,35 seconds,1989-10-15T20:00:00,-74.3317,41.0222
Tularosa,NM,unknown,16 HRS,1990-07-12T11:00:00,-106.0917,33.1797
Stockton,CA,cigar,over freeway,1990-07-18T06:10:00,-121.31976694214876,37.982735720844815
Ramona,CA,unknown,5 minutes,1990-08-15T22:00:00,-116.8377076923077,33.067501923076925
Canton,TX,other,5 mins,1990-12-09T01:15:00,-95.8655,32.5337
New Boston,TX,oval,3 to 4 minutes,1991-04-17T20:00:00,-94.4301,33.4593
Oconomowoc,WI,light,5 Minutes,1991-06-15T22:00:00,-88.5191,43.116
Abingdon,IL,egg,4 minutes,1991-07-15T23:00:00,-90.4052,40.8014
New York,NY,teardrop,5 minutes,1992-09-12T22:15:00,-73.98772448166518,40.74430706561509
Sacramento,CA,circle,30 min  (?),1992-02-27T02:00:00,-121.4500995655322,38.57580181028241
Andover,KS,cigar,3 min.,1992-07-01T15:00:00,-97.103,37.6941
Lee's Summit,MO,light,four minutes,1993-03-15T20:30:00,-94.35537228915663,38.92456184738956
Walla Walla,WA,fireball,seconds,1993-05-29T00:00:00,-118.3077,46.1107
Saint Augustine,FL,triangle,30 minutes,1993-08-15T04:00:00,-81.36659177718833,29.87903129973475
Moab,UT,triangle,one full minute,1994-03-03T23:00:00,-109.60269999999998,38.4506
Melbourne,AR,disk,10 seconds ?,1994-09-15T15:30:00,-91.9449,36.0264
Borrego Springs,CA,triangle,15 minutes,1995-03-12T22:00:00,-116.2731,33.1799
Commerce,TX,circle,5 min.,1995-06-20T09:30:00,-95.9156275862069,33.275396551724135
Lake Havasu City,AZ,light,2min,1995-07-14T19:00:00,-114.29056420454545,34.506735795454546
Delta,UT,flash,15 minutes,1995-09-23T21:45:00,-112.5656,39.2902
Colorado Springs,CO,other,10 seconds,1995-10-19T01:00:00,-104.78039776536312,38.86147829823808
Utica,NY,disk,35 minutes,1995-10-21T22:20:00,-75.1740988372093,43.11854496124031
La Puente,CA,other,15 seconds,1995-11-15T22:00:00,-117.94306829268294,34.031298606271775
Centreville,AL,fireball,+/- 5 seconds,1995-12-24T22:00:00,-87.0851,32.9039
Elizabethtown,NC,triangle,4-5 minutes,1996-01-01T21:00:00,-78.5435,34.6849
Fullerton,CA,triangle,6 MINUTES,1996-01-22T11:00:00,-117.9249784126984,33.87742158730159
Llano,CA,oval,5 min,1996-03-08T01:00:00,-117.776,34.4922
San Diego,CA,light,20,1996-04-05T21:00:00,-117.14026773074254,32.78722907702984
San Diego,CA,formation,60 seconds,1996-04-05T21:00:00,-117.14026773074254,32.78722907702984
Arlington,WA,disk,5 min,1996-04-05T23:30:00,-121.67780000000002,48.1853
Covington,KY,other,25min,1996-05-16T21:17:00,-84.52891822916666,39.06870833333333
Ely,NV,triangle,4 Minutes,1996-06-07T22:00:00,-114.97218,39.36857
Saskatoon,SK,oval,3-4 minutes,1996-06-15T21:30:00,-106.6692323974082,52.1078373650108
San Diego,CA,light,20 min.,1996-06-17T16:00:00,-117.14026773074254,32.78722907702984
Alamogordo,NM,changing,10min,1996-07-15T19:30:00,-105.97048095238095,32.84206825396825
Winchester,VA,cone,5 minuts,1996-07-18T09:58:00,-78.218624609375,39.17300546875
Avon Lake,OH,changing,3 minutes,1996-09-19T21:30:00,-82.0176,41.4969
Cowen,WV,disk,Unknown,1996-09-26T02:39:00,-80.5418,38.4203
Phoenix,AZ,chevron,20 minutes,1997-03-13T20:30:00,-112.04946,33.535380550607286
Chino Valley,AZ,formation,3 to 5 Minutes,1997-03-13T20:30:00,-112.4564,34.7706
Louisville,KY,fireball,2 seconds,1997-03-01T21:20:00,-85.68918456444217,38.21121446765155
Alturas,CA,disk,3 Minutes,1997-01-15T18:30:00,-120.534,41.4384
Phoenix,AZ,formation,4 minutes,1997-03-13T20:40:00,-112.04946,33.535380550607286
Iron River,MI,light,20 minutes,1997-03-15T21:30:00,-88.7371,46.171
Milwaukee,WI,other,5 MINUTES,1997-04-07T14:00:00,-87.95998544176706,43.051744026104416
Norton,KS,triangle,more than four hours,1997-05-05T01:00:00,-99.9558,39.8278
Winthrop,WA,other,2 hours,1997-05-10T23:59:00,115.84739999999998,-32.0555
Weatherford,OK,fireball,a couple of minutes,1997-06-07T19:30:00,-98.7331,35.5224
Harbor Springs,MI,oval,3 minutes,1997-07-03T23:00:00,-84.9915,45.5442
Golden Valley,AZ,light,3seconds,1997-08-15T00:35:00,-114.2527,35.138
Crescent City,CA,disk,all night,1997-09-19T22:00:00,-123.9455,41.6731
Crestwood,KY,disk,15 minutes,1997-09-27T05:00:00,-85.4299,38.3439
Ogden,UT,circle,3 hours,1997-10-13T05:00:00,-112.00587333333334,41.22037658119658
